Datetime,Open,High,Low,Close,Volume
2024-01-02 09:30:00-05:00,406.0,406.0899963378906,402.4800109863281,402.6401062011719,15887112
2024-01-02 10:30:00-05:00,402.6400146484375,403.5799865722656,401.7408142089844,403.55999755859375,8112151
2024-01-02 11:30:00-05:00,403.54998779296875,404.17999267578125,403.3714904785156,403.5199890136719,4230627
2024-01-02 12:30:00-05:00,403.5199890136719,404.16009521484375,402.17999267578125,402.8599853515625,3931431
2024-01-02 13:30:00-05:00,402.8599853515625,403.0799865722656,401.3299865722656,402.0799865722656,4997496
2024-01-02 14:30:00-05:00,402.0799865722656,402.2699890136719,400.239990234375,400.7699890136719,9301257
2024-01-02 15:30:00-05:00,400.7699890136719,402.69000244140625,400.5487976074219,402.57000732421875,6981534
2024-01-03 09:30:00-05:00,400.17999267578125,401.0,398.7099914550781,399.25,13933652
2024-01-03 10:30:00-05:00,399.25,400.17999267578125,398.3999938964844,399.5199890136719,7036619
2024-01-03 11:30:00-05:00,399.510009765625,399.7799987792969,398.5299987792969,399.260009765625,4554622
2024-01-03 12:30:00-05:00,399.25,400.2200012207031,399.09991455078125,399.4849853515625,3371900
2024-01-03 13:30:00-05:00,399.4800109863281,400.44000244140625,398.0799865722656,400.17999267578125,5481937
2024-01-03 14:30:00-05:00,400.20001220703125,400.42498779296875,398.4700012207031,398.7799987792969,5653001
2024-01-03 15:30:00-05:00,398.7749938964844,399.2799987792969,397.8900146484375,398.3349914550781,5168553
2024-01-04 09:30:00-05:00,396.44000244140625,398.368896484375,396.19281005859375,397.760009765625,10907686
2024-01-04 10:30:00-05:00,397.75,399.5899963378906,397.6400146484375,399.1499938964844,5280810
2024-01-04 11:30:00-05:00,399.1600036621094,399.3599853515625,397.6400146484375,398.1700134277344,4507838
2024-01-04 12:30:00-05:00,398.19000244140625,398.2099914550781,397.1700134277344,398.0,3393763
2024-01-04 13:30:00-05:00,398.010009765625,398.30999755859375,397.04998779296875,397.1000061035156,2981179
2024-01-04 14:30:00-05:00,397.0899963378906,397.885009765625,396.7900085449219,397.2300109863281,4108152
2024-01-04 15:30:00-05:00,397.2550048828125,397.6050109863281,396.05999755859375,396.239990234375,5708028
2024-01-05 09:30:00-05:00,396.45001220703125,399.010009765625,396.1600036621094,398.5899963378906,13845658
2024-01-05 10:30:00-05:00,398.6000061035156,399.55999755859375,398.09869384765625,398.1199035644531,6770251
2024-01-05 11:30:00-05:00,398.1300048828125,398.42999267578125,396.45001220703125,396.639892578125,4780680
2024-01-05 12:30:00-05:00,396.6000061035156,397.25,396.0199890136719,396.989990234375,3779653
2024-01-05 13:30:00-05:00,396.9800109863281,397.8800048828125,396.93499755859375,397.1300048828125,4032515
2024-01-05 14:30:00-05:00,397.1000061035156,397.3900146484375,395.3399963378906,395.7200012207031,4692590
2024-01-05 15:30:00-05:00,395.6932067871094,396.989990234375,395.3599853515625,396.7699890136719,5222890
2024-01-08 09:30:00-05:00,397.989990234375,401.18548583984375,397.83990478515625,401.1000061035156,9845692
2024-01-08 10:30:00-05:00,401.1099853515625,401.8500061035156,401.0799865722656,401.2799987792969,3944892
2024-01-08 11:30:00-05:00,401.2799987792969,402.4200134277344,401.260009765625,402.1449890136719,3861271
2024-01-08 12:30:00-05:00,402.1499938964844,403.0299987792969,402.0899963378906,402.8349914550781,2886160
2024-01-08 13:30:00-05:00,402.8450012207031,403.95001220703125,402.7900085449219,403.8699951171875,4032989
2024-01-08 14:30:00-05:00,403.8800048828125,404.7799987792969,403.8800048828125,404.42999267578125,4956455
2024-01-08 15:30:00-05:00,404.43499755859375,405.239990234375,404.3399963378906,405.0,8251069
2024-01-09 09:30:00-05:00,401.9100036621094,403.7699890136719,401.7099914550781,403.30999755859375,13737477
